ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Safely managed element
USA,United States of America,urban,Sanitation,2020,92.37224,256520573.8753,Sewage treated
UZB,Uzbekistan,total,Sanitation,2020,0,0,Faecal sludge treated
UZB,Uzbekistan,rural,Sanitation,2020,0,0,Faecal sludge treated
UZB,Uzbekistan,urban,Sanitation,2020,0,0,Faecal sludge treated
UZB,Uzbekistan,total,Sanitation,2020,64.06481,21478790.07385,Disposed insitu
UZB,Uzbekistan,rural,Sanitation,2020,84.69238,14079140.17544,Disposed insitu
UZB,Uzbekistan,urban,Sanitation,2020,43.77766,7399650.0255,Disposed insitu
UZB,Uzbekistan,total,Sanitation,2020,10.39363,3484635.90899,Sewage treated
UZB,Uzbekistan,rural,Sanitation,2020,0.79296,131820.20251,Sewage treated
UZB,Uzbekistan,urban,Sanitation,2020,19.83586,3352815.54679,Sewage treated
VEN,Venezuela (Bolivarian Republic of),total,Sanitation,2020,0.58704,167249.88303,Faecal sludge treated
VEN,Venezuela (Bolivarian Republic of),total,Sanitation,2020,2.21817,631966.34421,Disposed insitu
VEN,Venezuela (Bolivarian Republic of),total,Sanitation,2020,23.72646,6759776.06592,Sewage treated
VNM,Viet Nam,total,Sanitation,2020,0,0,Faecal sludge treated
VNM,Viet Nam,rural,Sanitation,2020,0,0,Faecal sludge treated
VNM,Viet Nam,urban,Sanitation,2020,0,0,Faecal sludge treated
VNM,Viet Nam,total,Sanitation,2020,41.2064,39825442.36222,Disposed insitu
VNM,Viet Nam,rural,Sanitation,2020,42.99495,26037771.17347,Disposed insitu
VNM,Viet Nam,urban,Sanitation,2020,38.20503,13787669.73631,Disposed insitu
VNM,Viet Nam,total,Sanitation,2020,1.55921,1506953.43161,Sewage treated
VNM,Viet Nam,rural,Sanitation,2020,0.98603,597139.49067,Sewage treated
VNM,Viet Nam,urban,Sanitation,2020,2.52105,909813.88964,Sewage treated
VUT,Vanuatu,urban,Sanitation,2020,22.40071,17821.47152,Faecal sludge treated
VUT,Vanuatu,urban,Sanitation,2020,8.78283,6987.41068,Disposed insitu
VUT,Vanuatu,total,Sanitation,2020,0,0,Sewage treated
VUT,Vanuatu,rural,Sanitation,2020,0,0,Sewage treated
VUT,Vanuatu,urban,Sanitation,2020,0,0,Sewage treated
WSM,Samoa,total,Sanitation,2020,0,0,Faecal sludge treated
WSM,Samoa,rural,Sanitation,2020,0,0,Faecal sludge treated
WSM,Samoa,urban,Sanitation,2020,0,0,Faecal sludge treated
WSM,Samoa,total,Sanitation,2020,44.00124,94571.42787,Disposed insitu
WSM,Samoa,rural,Sanitation,2020,45.47121,80247.75367,Disposed insitu
WSM,Samoa,urban,Sanitation,2020,37.25403,14323.67028,Disposed insitu
WSM,Samoa,total,Sanitation,2020,0,0,Sewage treated
WSM,Samoa,rural,Sanitation,2020,0,0,Sewage treated
WSM,Samoa,urban,Sanitation,2020,0,0,Sewage treated
YEM,Yemen,total,Sanitation,2020,2.40543,776570.9839,Faecal sludge treated
YEM,Yemen,urban,Sanitation,2020,2.8515,348972.81711,Faecal sludge treated
YEM,Yemen,total,Sanitation,2020,7.55838,2440152.23248,Disposed insitu
YEM,Yemen,urban,Sanitation,2020,3.41722,418207.97315,Disposed insitu
YEM,Yemen,total,Sanitation,2020,20.84273,6728876.52214,Sewage treated
YEM,Yemen,rural,Sanitation,2020,0.38942,78062.47259,Sewage treated
YEM,Yemen,urban,Sanitation,2020,54.34455,6650813.8691,Sewage treated
ZAF,South Africa,total,Sanitation,2020,10.48348,6164486.5442,Faecal sludge treated
ZAF,South Africa,urban,Sanitation,2020,2.44994,970309.05329,Faecal sludge treated
ZAF,South Africa,total,Sanitation,2020,10.8626,6387418.01763,Disposed insitu
ZAF,South Africa,urban,Sanitation,2020,2.53854,1005399.14967,Disposed insitu
ZAF,South Africa,total,Sanitation,2020,46.86356,27556673.93913,Sewage treated
ZAF,South Africa,rural,Sanitation,2020,4.31132,827620.81614,Sewage treated
ZAF,South Africa,urban,Sanitation,2020,67.48832,26729052.36246,Sewage treated
ZMB,Zambia,rural,Sanitation,2020,0,0,Faecal sludge treated
ZMB,Zambia,rural,Sanitation,2020,30.35624,3181475.39297,Disposed insitu
ZMB,Zambia,rural,Sanitation,2020,0.14636,15339.7296,Sewage treated
ZWE,Zimbabwe,total,Sanitation,2020,0.12953,20296.31257,Faecal sludge treated
ZWE,Zimbabwe,rural,Sanitation,2020,0,0,Faecal sludge treated
ZWE,Zimbabwe,urban,Sanitation,2020,0.40173,20296.31109,Faecal sludge treated
ZWE,Zimbabwe,total,Sanitation,2020,21.96823,3442347.73494,Disposed insitu
ZWE,Zimbabwe,rural,Sanitation,2020,30.02333,3187713.10926,Disposed insitu
ZWE,Zimbabwe,urban,Sanitation,2020,5.04006,254634.5626,Disposed insitu
ZWE,Zimbabwe,total,Sanitation,2020,10.28348,1611386.83298,Sewage treated
ZWE,Zimbabwe,rural,Sanitation,2020,0.61423,65215.84786,Sewage treated
ZWE,Zimbabwe,urban,Sanitation,2020,30.60383,1546170.87183,Sewage treated
