Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","328","Guyana","5510","Production","01702","Broad beans and horse beans, dry","2020","2020","t","834","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01212","Cabbages","2020","2020","ha","213","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01212","Cabbages","2020","2020","t","12037.92","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01359.02","Cashewapple","2020","2020","ha","1","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01359.02","Cashewapple","2020","2020","t","4.88","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01520.01","Cassava, fresh","2020","2020","ha","1320","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01520.01","Cassava, fresh","2020","2020","t","62809","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01344.02","Cherries","2020","2020","ha","62","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01344.02","Cherries","2020","2020","t","2175.42","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","ha","215","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","t","12918.03","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01640","Cocoa beans","2020","2020","ha","1151","E","Estimated value",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01640","Cocoa beans","2020","2020","t","480.3","E","Estimated value",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01460","Coconuts, in shell","2020","2020","ha","11790","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01460","Coconuts, in shell","2020","2020","t","14849.34","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01610","Coffee, green","2020","2020","ha","757","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01610","Coffee, green","2020","2020","t","600","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01706","Cow peas, dry","2020","2020","ha","89","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01706","Cow peas, dry","2020","2020","t","152.4","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01232","Cucumbers and gherkins","2020","2020","ha","40","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01232","Cucumbers and gherkins","2020","2020","t","2817.02","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2020","2020","ha","2244","E","Estimated value",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2020","2020","t","12661.04","E","Estimated value",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01233","Eggplants (aubergines)","2020","2020","ha","305","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01233","Eggplants (aubergines)","2020","2020","t","46410.54","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01657","Ginger, raw","2020","2020","ha","2844","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01657","Ginger, raw","2020","2020","t","34015.7","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","0142","Groundnuts, excluding shelled","2020","2020","ha","42","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","0142","Groundnuts, excluding shelled","2020","2020","t","714","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01322","Lemons and limes","2020","2020","ha","195","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01322","Lemons and limes","2020","2020","t","6639","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","0112","Maize (corn)","2020","2020","ha","2943","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","0112","Maize (corn)","2020","2020","t","4000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01316","Mangoes, guavas and mangosteens","2020","2020","ha","217","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01316","Mangoes, guavas and mangosteens","2020","2020","t","8843","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01239.01","Okra","2020","2020","ha","136","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01239.01","Okra","2020","2020","t","16603.42","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","ha","51","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","t","2446.35","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01253.01","Onions and shallots, green","2020","2020","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01253.01","Onions and shallots, green","2020","2020","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01323","Oranges","2020","2020","ha","359","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01323","Oranges","2020","2020","t","23553.51","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01241.90","Other beans, green","2020","2020","ha","927","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01241.90","Other beans, green","2020","2020","t","8617.46","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2020","2020","ha","373","E","Estimated value",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01329","Other citrus fruit, n.e.c.","2020","2020","t","845.85","E","Estimated value",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01359.90","Other fruits, n.e.c.","2020","2020","ha","1015","E","Estimated value",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01359.90","Other fruits, n.e.c.","2020","2020","t","681.53","E","Estimated value",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","2020","2020","ha","9","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2020","2020","t","1297","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2020","2020","ha","1359","E","Estimated value",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01319","Other tropical fruits, n.e.c.","2020","2020","t","8569.2","E","Estimated value",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2020","2020","ha","908","E","Estimated value",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2020","2020","t","2594.27","E","Estimated value",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01317","Papayas","2020","2020","ha","228","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01317","Papayas","2020","2020","t","70534.78","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01705","Peas, dry","2020","2020","ha","829","E","Estimated value",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01705","Peas, dry","2020","2020","t","487.65","E","Estimated value",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01651","Pepper (Piper spp.), raw","2020","2020","ha","843","E","Estimated value",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01651","Pepper (Piper spp.), raw","2020","2020","t","347.18","E","Estimated value",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01318","Pineapples","2020","2020","ha","1042","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01318","Pineapples","2020","2020","t","37550.27","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","3127","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01313","Plantains and cooking bananas","2020","2020","t","110986.82","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01321","Pomelos and grapefruits","2020","2020","ha","450","E","Estimated value",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01321","Pomelos and grapefruits","2020","2020","t","1158","E","Estimated value",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01235","Pumpkins, squash and gourds","2020","2020","ha","190","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01235","Pumpkins, squash and gourds","2020","2020","t","62310.6","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","0113","Rice","2020","2020","ha","185500","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","0113","Rice","2020","2020","t","1057600","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","0141","Soya beans","2020","2020","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","0141","Soya beans","2020","2020","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01802","Sugar cane","2020","2020","ha","18818","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01802","Sugar cane","2020","2020","t","1217154","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01530","Sweet potatoes","2020","2020","ha","246","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01530","Sweet potatoes","2020","2020","t","20255.16","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01550","Taro","2020","2020","ha","140","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01550","Taro","2020","2020","t","9219.75","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01234","Tomatoes","2020","2020","ha","648","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01234","Tomatoes","2020","2020","t","27345.62","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01970","Unmanufactured tobacco","2020","2020","ha","124","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01970","Unmanufactured tobacco","2020","2020","t","98.68","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01221","Watermelons","2020","2020","ha","291","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01221","Watermelons","2020","2020","t","31569.55","A","Official figure",""
"QCL","Crops and livestock products","328","Guyana","5312","Area harvested","01540","Yams","2020","2020","ha","21","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5510","Production","01540","Yams","2020","2020","t","1461.38","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01311","Avocados","2020","2020","ha","29655","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01311","Avocados","2020","2020","t","171984","A","Official figure",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01312","Bananas","2020","2020","ha","52350","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01312","Bananas","2020","2020","t","246145.34","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01701","Beans, dry","2020","2020","ha","231818","A","Official figure",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01701","Beans, dry","2020","2020","t","83717","A","Official figure",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01212","Cabbages","2020","2020","ha","2682","E","Estimated value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01212","Cabbages","2020","2020","t","17022.55","E","Estimated value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01229","Cantaloupes and other melons","2020","2020","ha","241","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01229","Cantaloupes and other melons","2020","2020","t","3356.09","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01520.01","Cassava, fresh","2020","2020","ha","140083","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01520.01","Cassava, fresh","2020","2020","t","628031.22","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01447","Castor oil seeds","2020","2020","ha","2706","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01447","Castor oil seeds","2020","2020","t","1575.4","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01691","Chicory roots","2020","2020","ha","9","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01691","Chicory roots","2020","2020","t","200","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01640","Cocoa beans","2020","2020","ha","4087","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01640","Cocoa beans","2020","2020","t","2000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01460","Coconuts, in shell","2020","2020","ha","8996","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01460","Coconuts, in shell","2020","2020","t","33600","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01610","Coffee, green","2020","2020","ha","8928","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01610","Coffee, green","2020","2020","t","4595","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01706","Cow peas, dry","2020","2020","ha","41428","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01706","Cow peas, dry","2020","2020","t","30032.5","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2020","2020","ha","24514","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2020","2020","t","60863.17","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01233","Eggplants (aubergines)","2020","2020","ha","68","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01233","Eggplants (aubergines)","2020","2020","t","859.07","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01252","Green garlic","2020","2020","ha","39","E","Estimated value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01252","Green garlic","2020","2020","t","1028.74","E","Estimated value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","0142","Groundnuts, excluding shelled","2020","2020","ha","46444","A","Official figure",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","0142","Groundnuts, excluding shelled","2020","2020","t","13225","A","Official figure",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01322","Lemons and limes","2020","2020","ha","1204","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01322","Lemons and limes","2020","2020","t","5163","A","Official figure",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01214","Lettuce and chicory","2020","2020","ha","265","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01214","Lettuce and chicory","2020","2020","t","734.89","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","0112","Maize (corn)","2020","2020","ha","234967","A","Official figure",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","0112","Maize (corn)","2020","2020","t","131132","A","Official figure",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01316","Mangoes, guavas and mangosteens","2020","2020","ha","29949","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01316","Mangoes, guavas and mangosteens","2020","2020","t","228691.33","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","ha","1756","E","Estimated value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","t","8765.94","E","Estimated value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01323","Oranges","2020","2020","ha","14167","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01323","Oranges","2020","2020","t","64030","A","Official figure",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01359.90","Other fruits, n.e.c.","2020","2020","ha","11859","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01359.90","Other fruits, n.e.c.","2020","2020","t","65951.72","E","Estimated value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2020","2020","ha","29242","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01319","Other tropical fruits, n.e.c.","2020","2020","t","151709.3","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2020","2020","ha","27958","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2020","2020","t","117346.25","E","Estimated value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01317","Papayas","2020","2020","ha","1330","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01317","Papayas","2020","2020","t","26535.62","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01707","Pigeon peas, dry","2020","2020","ha","62776","A","Official figure",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01707","Pigeon peas, dry","2020","2020","t","19933","A","Official figure",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01318","Pineapples","2020","2020","ha","598","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01318","Pineapples","2020","2020","t","7198.88","E","Estimated value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01313","Plantains and cooking bananas","2020","2020","ha","34854","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01313","Plantains and cooking bananas","2020","2020","t","228007","A","Official figure",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01321","Pomelos and grapefruits","2020","2020","ha","3810","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01321","Pomelos and grapefruits","2020","2020","t","28144","A","Official figure",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01510","Potatoes","2020","2020","ha","2742","E","Estimated value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01510","Potatoes","2020","2020","t","34806.83","E","Estimated value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01235","Pumpkins, squash and gourds","2020","2020","ha","53","E","Estimated value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01235","Pumpkins, squash and gourds","2020","2020","t","643.29","E","Estimated value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","0113","Rice","2020","2020","ha","59532","A","Official figure",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","0113","Rice","2020","2020","t","159306","A","Official figure",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01921.01","Seed cotton, unginned","2020","2020","ha","1970","E","Estimated value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01921.01","Seed cotton, unginned","2020","2020","t","969.21","E","Estimated value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01444","Sesame seed","2020","2020","ha","15733","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01444","Sesame seed","2020","2020","t","4180.98","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01929.05","Sisal, raw","2020","2020","ha","21358","E","Estimated value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01929.05","Sisal, raw","2020","2020","t","11732.67","E","Estimated value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","0114","Sorghum","2020","2020","ha","29032","A","Official figure",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","0114","Sorghum","2020","2020","t","9692","A","Official figure",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01215","Spinach","2020","2020","ha","77","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01215","Spinach","2020","2020","t","1000.91","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01802","Sugar cane","2020","2020","ha","22631","E","Estimated value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01802","Sugar cane","2020","2020","t","1475016.37","E","Estimated value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01530","Sweet potatoes","2020","2020","ha","29776","A","Official figure",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01530","Sweet potatoes","2020","2020","t","100982","A","Official figure",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01324","Tangerines, mandarins, clementines","2020","2020","ha","4374","E","Estimated value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01324","Tangerines, mandarins, clementines","2020","2020","t","19970.21","E","Estimated value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01234","Tomatoes","2020","2020","ha","154","E","Estimated value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01234","Tomatoes","2020","2020","t","2361.26","E","Estimated value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01970","Unmanufactured tobacco","2020","2020","ha","457","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01970","Unmanufactured tobacco","2020","2020","t","558.55","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5312","Area harvested","01540","Yams","2020","2020","ha","24682","A","Official figure",""
"QCL","Crops and livestock products","332","Haiti","5510","Production","01540","Yams","2020","2020","t","51914","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5312","Area harvested","01341","Apples","2020","2020","ha","92","E","Estimated value",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01341","Apples","2020","2020","t","191.08","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5312","Area harvested","01311","Avocados","2020","2020","ha","525","E","Estimated value",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01311","Avocados","2020","2020","t","2098.86","E","Estimated value",""
"QCL","Crops and livestock products","340","Honduras","5312","Area harvested","01312","Bananas","2020","2020","ha","12359","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01312","Bananas","2020","2020","t","585929.3","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5312","Area harvested","01701","Beans, dry","2020","2020","ha","160291","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01701","Beans, dry","2020","2020","t","127733.1","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5312","Area harvested","01212","Cabbages","2020","2020","ha","2619","E","Estimated value",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01212","Cabbages","2020","2020","t","85735.51","E","Estimated value",""
"QCL","Crops and livestock products","340","Honduras","5312","Area harvested","01229","Cantaloupes and other melons","2020","2020","ha","5477","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01229","Cantaloupes and other melons","2020","2020","t","310184.4","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5312","Area harvested","01251","Carrots and turnips","2020","2020","ha","405","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01251","Carrots and turnips","2020","2020","t","4707.73","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5312","Area harvested","01372","Cashew nuts, in shell","2020","2020","ha","1458","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01372","Cashew nuts, in shell","2020","2020","t","2114.37","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5312","Area harvested","01520.01","Cassava, fresh","2020","2020","ha","3021","E","Estimated value",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01520.01","Cassava, fresh","2020","2020","t","27038.86","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5312","Area harvested","01213","Cauliflowers and broccoli","2020","2020","ha","131","E","Estimated value",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01213","Cauliflowers and broccoli","2020","2020","t","1048.18","E","Estimated value",""
"QCL","Crops and livestock products","340","Honduras","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","ha","1087","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","t","34745.52","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5312","Area harvested","01640","Cocoa beans","2020","2020","ha","4255","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01640","Cocoa beans","2020","2020","t","1000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","340","Honduras","5312","Area harvested","01460","Coconuts, in shell","2020","2020","ha","1535","E","Estimated value",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01460","Coconuts, in shell","2020","2020","t","13500.52","E","Estimated value",""
"QCL","Crops and livestock products","340","Honduras","5312","Area harvested","01610","Coffee, green","2020","2020","ha","307662","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01610","Coffee, green","2020","2020","t","364552.38","A","Official figure",""
"QCL","Crops and livestock products","340","Honduras","5312","Area harvested","01232","Cucumbers and gherkins","2020","2020","ha","835","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01232","Cucumbers and gherkins","2020","2020","t","47000","E","Estimated value",""
"QCL","Crops and livestock products","340","Honduras","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2020","2020","ha","823","E","Estimated value",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2020","2020","t","5691.81","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5312","Area harvested","01233","Eggplants (aubergines)","2020","2020","ha","604","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01233","Eggplants (aubergines)","2020","2020","t","20552.05","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5312","Area harvested","01330","Grapes","2020","2020","ha","38","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01330","Grapes","2020","2020","t","184.41","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5312","Area harvested","01252","Green garlic","2020","2020","ha","55","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","01252","Green garlic","2020","2020","t","191.95","E","Estimated value",""
"QCL","Crops and livestock products","340","Honduras","5312","Area harvested","0142","Groundnuts, excluding shelled","2020","2020","ha","151","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","0142","Groundnuts, excluding shelled","2020","2020","t","81.8","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5312","Area harvested","01322","Lemons and limes","2020","2020","ha","986","E","Estimated value",""
